"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
VHL,-3.99978509047886,-0.205056454964745,FALSE,0.0598006644518272,VHL,0.896739994699179,0.0688336520076482,0.0598006644518272
CLDN3,-4.00041012799249,-0.0456222733087421,FALSE,0.230481727574751,CLDN3,0.725642137206026,0.0987896048415806,0.230481727574751
FBXO11,-4.0007804891383,-0.243342183638235,FALSE,0.0614617940199336,FBXO11,0.8956046869201,0.0699102503542749,0.0614617940199336
CXADR,-4.00141943018809,-0.00368274897562504,FALSE,0.0971760797342193,CXADR,0.860825565912117,0.0821917808219178,0.0971760797342193
NOC2L,-4.00155368864165,-0.599467188456222,FALSE,0.0386212624584718,NOC2L,0.916895749629943,0.0558558558558559,0.0386212624584718
CPM,-4.00187237408098,-1.90261034549545,FALSE,0.0149501661129568,CPM,0.938491540610341,0.029925187032419,0.0149501661129568
BAZ1B,-4.0018949469397,0.151729362720619,FALSE,0.170681063122924,BAZ1B,0.783740187116894,0.0927137378750282,0.170681063122924
METRN,-4.0057558336413,0.08377456210206,FALSE,0.240033222591362,METRN,0.708317508545385,0.0970775948941888,0.240033222591362
EZH1,-4.00583813252425,-0.372618712250898,FALSE,0.0473421926910299,EZH1,0.908547234718179,0.0618892508143323,0.0473421926910299
HOXB7,-4.00677787306392,0.0809169929060554,FALSE,0.237541528239203,HOXB7,0.713239681076097,0.0976275814985492,0.237541528239203
LRIF1,-4.00685541788342,-0.908985378451615,FALSE,0.029485049833887,LRIF1,0.925335304678424,0.0478114478114478,0.029485049833887
AGL,-4.00710345768682,-0.148253541166335,FALSE,0.0784883720930233,AGL,0.879171094580234,0.0767356881851401,0.0784883720930233
AP1S2,-4.00956570112931,-0.933094515092209,FALSE,0.0269933554817276,AP1S2,0.927259290540541,0.0450450450450451,0.0269933554817276
CTNNBIP1,-4.01170228001802,-0.165180698809256,FALSE,0.0598006644518272,CTNNBIP1,0.896899019347999,0.0689325035902346,0.0598006644518272
JDP2,-4.01409471012872,-0.30882518589406,FALSE,0.0427740863787375,JDP2,0.912302972601291,0.0584894946053379,0.0427740863787375
HDGFL3,-4.01507290618568,-0.46697811336776,FALSE,0.0328073089700997,HDGFL3,0.921553090332805,0.0505115089514067,0.0328073089700997
FYN,-4.01528018147925,-1.38285844507843,FALSE,0.0245016611295681,FYN,0.92976253298153,0.0424460431654676,0.0245016611295681
