path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
PID_A6B1_A6B4_INTEGRIN_PATHWAY,-0.8687176213384342,-0.8160969686737239,-0.0671303466353302,2.8235207280657053,-0.5331461464200296,-0.8956689956615568,-0.10326603912623,0.9033875525777978,0.3023756184944566,1.295222960035128,0.4321698213007723,-0.0481492176895563,1.009139691067012,-0.6383360403042365,-0.70938690481033
PID_AJDISS_2PATHWAY,-0.6227469073174879,-0.5078262110493735,-0.012046190831134,1.623477653917215,-0.8161731959516865,-0.6943778201923546,-0.0939571001790944,0.6749324860670722,2.2191211812332794,2.400010050663617,0.1014100072810254,-0.0021548717265023,0.168270100309303,-0.4864900573265187,-0.7702108706207488
PID_ALK1_PATHWAY,-0.5259153030832647,-0.4738515342552076,-0.2771111965370222,0.098554992750227,-0.103823231706377,-0.4768454310614118,-0.0797212409655216,4.3883929987378965,-0.1669554346556641,0.1034291967842654,1.2679655746691616,-0.1843550072552093,0.7420775401908482,-0.3510730074449639,-0.6687025269312346
PID_ALPHA_SYNUCLEIN_PATHWAY,-0.5778039517635678,-0.5100047987215918,-0.184592805064431,0.0230808596849027,1.2573747635911638,-0.3374193793188659,2.1953237950307547,0.1579354462131349,-0.1803850905228994,0.0082235114156621,-0.1421379436708371,0.0351174337515827,-0.0181737374693973,0.0171784097383147,-0.5895949618558568
PID_AMB2_NEUTROPHILS_PATHWAY,-0.6387825517546929,-0.7151084997287545,-0.4087983982531377,0.2985417605907768,0.8570641913045292,-0.6944674337121894,3.2194955591225534,1.1878242358209776,-0.417221484117402,-0.2206870844913157,0.3529089480155749,-0.3575066011802783,1.0917034149179028,-0.1888477454673632,-0.7863961427422387
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY,-0.865995285184098,-0.9244121609225786,-0.3727591442854844,0.8248507478581428,2.094276009095415,-0.9369825281607868,0.3150323483089342,2.154460906753004,-0.5014656002935024,-0.0821021641568959,0.5364848555416154,-0.2606144567660662,0.9344156703071996,0.1644045487960626,-0.8661034529004186
PID_ANTHRAX_PATHWAY,-0.3155496825516544,-0.3256249178140972,-0.1902471362304054,-0.0177242652495781,0.2476559727172461,-0.2963733159607877,3.2729606151768347,-0.1249945785156169,-0.2663417558179201,-0.122020540794562,-0.2765078459497467,-0.2535049760254139,-0.2204050403005178,-0.1187279590743983,-0.3478647710675193
PID_AP1_PATHWAY,-2.285842651243564,-2.3151783255297085,0.3704605949537908,4.696976974833285,1.0155628723961576,-2.164898801337257,0.6988589645941569,3.093716855035221,-1.023503062792276,1.2605476927266173,1.7640102482170306,0.0453645132650049,3.500057181755386,-0.5042243782633496,-2.387610653107238
PID_AR_NONGENOMIC_PATHWAY,-1.0900276916034757,-1.1799416331546173,0.1586528830083932,1.8483986695997303,0.5441121996457637,-1.0338563267633336,0.996032822916491,1.7687809284508231,-0.5808420298571269,0.6934990037070189,1.127264018225408,-0.0389916090338039,1.8176431024856408,-0.373032349455811,-1.0117067694199224
PID_AR_PATHWAY,-0.3943699039667779,-0.354023698008288,-0.3197480174918636,-0.2737600066348611,-0.3502866133170899,-0.3741195053094479,-0.2539380510041223,-0.4144651058826051,10.101806086325048,0.351138147294171,-0.42554431472414,-0.2867090020089193,-0.3516250512612242,-0.3898986362769063,4.499956172146975
PID_AR_TF_PATHWAY,-0.2729236414399315,-0.2436895390649269,-0.4441710032294393,-0.6101815162940742,-0.5369860167370081,-0.2566534471688966,-0.4700402447863702,-0.5851453179722832,11.398777210227813,0.3758380486739556,-0.5073569749912322,-0.3530508318139702,-0.531039366511992,-0.4170396145102061,6.630228546136009
PID_ARF6_DOWNSTREAM_PATHWAY,-0.3883265812378209,-0.37721007702942,-0.1766379192120378,0.4516780721515397,-0.1130299322232075,-0.3928845312901751,0.6809888355001099,2.001546673413397,-0.1569141266739727,0.308919344572135,0.4172419855741577,-0.2013955279328138,0.2304750578215465,-0.2927144145434028,-0.2959306186150396
PID_ARF6_TRAFFICKING_PATHWAY,-0.6967849098745161,-0.6185390704656836,-0.0918142564598337,1.05091146478963,-0.5735844647713504,-0.6885934038603013,0.0067327407936334,2.803474412559191,1.276506239100242,0.4722363886518089,1.614511272488552,-0.0223175512970454,0.7515430099152357,-0.436027383832967,-0.7799250816194542
PID_ATF2_PATHWAY,-1.963016011109596,-2.0401169630588627,0.1799194265819526,4.116561267917842,0.8738163153069783,-1.9865848704677735,0.5472598089978813,3.099115513596277,-0.9853074454734928,1.4951808237212658,1.6436070859142948,-0.1167403917372309,3.128534009866625,-0.4116457148349642,-2.286362614142166
PID_AURORA_B_PATHWAY,-0.583930258769852,-0.6015615032105914,-0.2955552499321718,-0.2357904669019137,0.5771556898648252,-0.5529428408783698,0.7643199664391955,2.502016414513016,-0.5027834068561562,-0.4168310108158153,4.036308730512942,-0.1839446591569865,2.5129794985529608,-0.0376722037610005,-0.8296988532591344
PID_AVB3_INTEGRIN_PATHWAY,-0.6288693696192594,-0.6412990902772301,-0.2924114559022948,0.1816357521233186,-0.2273478667582762,-0.6470074303034372,-0.0049193544620204,1.9299651213744489,-0.1153332733273775,-0.128381315369805,5.238619421668216,-0.2927630180354689,8.16637876642846,-0.2394404594993562,-0.6585031689862446
PID_AVB3_OPN_PATHWAY,-1.4414041427678332,-1.538820266823243,0.1639737051576532,2.564902668213968,0.5381810705661468,-1.5059245622618669,1.111649186765513,2.747044010966865,-0.6616345018597409,0.9995363681036624,1.4578261338696186,-0.1522990140863452,2.8662045517384405,-0.4804056768928513,-1.5920945491173846
