"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
NAGK,-3.28187326131877,-0.276937126839316,FALSE,0.0471584038694075,NAGK,0.889416682500475,0.0628019323671498,0.0471584038694075
NRDC,-3.28271663812195,0.465812626411682,FALSE,0.116082224909311,NRDC,0.817710334229735,0.091866028708134,0.116082224909311
SMARCA2,-3.28345961507657,0.255141281830619,FALSE,0.0652962515114873,SMARCA2,0.871189024390244,0.073972602739726,0.0652962515114873
PLP2,-3.28353881415695,0.0497207453567441,FALSE,0.353083434099154,PLP2,0.566067864271457,0.118410381184104,0.353083434099154
PCYOX1,-3.28411748138537,-0.529469531522643,FALSE,0.026602176541717,PCYOX1,0.908901515151515,0.0437375745526839,0.026602176541717
KLHL9,-3.28415504114399,-0.429228063425002,FALSE,0.0193470374848851,KLHL9,0.916004540295119,0.0347826086956522,0.0193470374848851
EIF4G1,-3.28455602663295,0.559968362031422,TRUE,0.228536880290206,EIF4G1,0.682182671621357,0.104189636163175,0.228536880290206
ETS2,-3.2848497291069,0.131322645135378,FALSE,0.293833131801693,ETS2,0.625815378533307,0.11376404494382,0.293833131801693
ELP2,-3.28495016669253,-0.666840157404601,FALSE,0.033857315598549,ELP2,0.902351156617368,0.0515653775322284,0.033857315598549
ZMAT5,-3.28532138388212,-0.310029637301326,FALSE,0.0423216444981862,ZMAT5,0.894057338143156,0.0590219224283305,0.0423216444981862
KDM6A,-3.28544557332849,-0.352636559508945,FALSE,0.0290205562273277,KDM6A,0.906782872300114,0.0465116279069768,0.0290205562273277
TMEM168,-3.28560680547786,-0.385825073382892,FALSE,0.026602176541717,TMEM168,0.909280303030303,0.0439121756487026,0.026602176541717
COQ3,-3.28594980843082,-0.670895793129108,FALSE,0.0314389359129383,COQ3,0.904662623199394,0.0491493383742911,0.0314389359129383
ANKLE2,-3.28637465156986,0.200155438718536,FALSE,0.0616686819830713,ANKLE2,0.875261854884784,0.0722379603399434,0.0616686819830713
FKBP5,-3.28701989024973,0.142164908389853,FALSE,0.0471584038694075,FKBP5,0.888656659699791,0.0624,0.0471584038694075
SORD,-3.28832407510006,-0.462204310658101,FALSE,0.0278113663845224,SORD,0.908126539117257,0.0452755905511811,0.0278113663845224
IARS1,-3.28839941648789,0.267436672143747,FALSE,0.0556227327690447,IARS1,0.880327245053272,0.0681481481481482,0.0556227327690447
C5orf63,-3.28885580584711,-0.954010237812813,FALSE,0.0120918984280532,C5orf63,0.92233560090703,0.0237529691211401,0.0120918984280532
CHCHD4,-3.28994810480839,-0.048021951518697,FALSE,0.0483675937122128,CHCHD4,0.888255416191562,0.0636942675159236,0.0483675937122128
WDR6,-3.29134071772248,0.0801660835240279,FALSE,0.0519951632406288,WDR6,0.88457881726564,0.0661538461538462,0.0519951632406288
RANGRF,-3.29186552225047,0.0836742437271081,FALSE,0.0592503022974607,RANGRF,0.877593755948982,0.0708092485549133,0.0592503022974607
PPP3R1,-3.29206955114447,-0.354996043434141,FALSE,0.0290205562273277,PPP3R1,0.906593406593407,0.04642166344294,0.0290205562273277
TLN1,-3.29231436578691,0.0964939019786861,FALSE,0.114873035066505,TLN1,0.821010178605723,0.0925024342745862,0.114873035066505
DPAGT1,-3.29276251827038,0.158941383508121,FALSE,0.0399032648125756,DPAGT1,0.896185234389827,0.0568965517241379,0.0399032648125756
MKRN2,-3.29431269634219,-0.241204814916009,FALSE,0.0181378476420798,MKRN2,0.916587857007755,0.0328947368421053,0.0181378476420798
SMYD2,-3.29462642887575,-0.377855982274186,FALSE,0.0193470374848851,SMYD2,0.915437003405221,0.0345572354211663,0.0193470374848851
CSTF3,-3.2947775502418,-0.296397650271366,FALSE,0.0471584038694075,CSTF3,0.889796693900817,0.0630048465266559,0.0471584038694075
METTL2A,-3.29502466231124,0.253949992512058,FALSE,0.0556227327690447,METTL2A,0.880517503805175,0.0682492581602374,0.0556227327690447
SEC24D,-3.29590739864189,-1.08784000454569,FALSE,0.0205562273276904,SEC24D,0.914664143803217,0.0363247863247863,0.0205562273276904
ELL2,-3.29615811301448,-0.591021218716884,FALSE,0.0278113663845224,ELL2,0.907747679484751,0.0450980392156863,0.0278113663845224
